id;jhi_date;amount;is_smoothed;is_recurrent;budget_item_id;month
1518;2030-04-07;-75;0;1;5;2030-04-01
1519;2030-05-07;-75;0;1;5;2030-05-01
1520;2030-06-07;-75;0;1;5;2030-06-01
1521;2030-07-07;-75;0;1;5;2030-07-01
1522;2030-08-07;-75;0;1;5;2030-08-01
1523;2030-09-07;-75;0;1;5;2030-09-01
1524;2030-10-07;-75;0;1;5;2030-10-01
1525;2030-11-07;-75;0;1;5;2030-11-01
1526;2030-12-07;-75;0;1;5;2030-12-01
1527;2031-01-07;-75;0;1;5;2031-01-01
1528;2031-02-07;-75;0;1;5;2031-02-01
1529;2031-03-07;-75;0;1;5;2031-03-01
1530;2031-04-07;-75;0;1;5;2031-04-01
1531;2031-05-07;-75;0;1;5;2031-05-01
1532;2031-06-07;-75;0;1;5;2031-06-01
1533;2031-07-07;-75;0;1;5;2031-07-01
1534;2031-08-07;-75;0;1;5;2031-08-01
1535;2031-09-07;-75;0;1;5;2031-09-01
1536;2031-10-07;-75;0;1;5;2031-10-01
1537;2031-11-07;-75;0;1;5;2031-11-01
1538;2031-12-07;-75;0;1;5;2031-12-01
1539;2032-01-07;-75;0;1;5;2032-01-01
1540;2032-02-07;-75;0;1;5;2032-02-01
1541;2032-03-07;-75;0;1;5;2032-03-01
1542;2032-04-07;-75;0;1;5;2032-04-01
1543;2032-05-07;-75;0;1;5;2032-05-01
1544;2032-06-07;-75;0;1;5;2032-06-01
1545;2032-07-07;-75;0;1;5;2032-07-01
1546;2032-08-07;-75;0;1;5;2032-08-01
1547;2032-09-07;-75;0;1;5;2032-09-01
1548;2032-10-07;-75;0;1;5;2032-10-01
1549;2032-11-07;-75;0;1;5;2032-11-01
1550;2032-12-07;-75;0;1;5;2032-12-01
1551;2033-01-07;-75;0;1;5;2033-01-01
1552;2033-02-07;-75;0;1;5;2033-02-01
1553;2033-03-07;-75;0;1;5;2033-03-01
1554;2033-04-07;-75;0;1;5;2033-04-01
1555;2033-05-07;-75;0;1;5;2033-05-01
1556;2033-06-07;-75;0;1;5;2033-06-01
1557;2033-07-07;-75;0;1;5;2033-07-01
1558;2033-08-07;-75;0;1;5;2033-08-01
1559;2033-09-07;-75;0;1;5;2033-09-01
1560;2033-10-07;-75;0;1;5;2033-10-01
1561;2033-11-07;-75;0;1;5;2033-11-01
1562;2033-12-07;-75;0;1;5;2033-12-01
1563;2034-01-07;-75;0;1;5;2034-01-01
1564;2034-02-07;-75;0;1;5;2034-02-01
1565;2034-03-07;-75;0;1;5;2034-03-01
1566;2034-04-07;-75;0;1;5;2034-04-01
1567;2034-05-07;-75;0;1;5;2034-05-01
1568;2034-06-07;-75;0;1;5;2034-06-01
1569;2034-07-07;-75;0;1;5;2034-07-01
1570;2034-08-07;-75;0;1;5;2034-08-01
1571;2034-09-07;-75;0;1;5;2034-09-01
1572;2034-10-07;-75;0;1;5;2034-10-01
1573;2034-11-07;-75;0;1;5;2034-11-01
1574;2034-12-07;-75;0;1;5;2034-12-01
1575;2035-01-07;-75;0;1;5;2035-01-01
1576;2035-02-07;-75;0;1;5;2035-02-01
1577;2035-03-07;-75;0;1;5;2035-03-01
1578;2035-04-07;-75;0;1;5;2035-04-01
1579;2035-05-07;-75;0;1;5;2035-05-01
1580;2035-06-07;-75;0;1;5;2035-06-01
1581;2035-07-07;-75;0;1;5;2035-07-01
1582;2035-08-07;-75;0;1;5;2035-08-01
1583;2035-09-07;-75;0;1;5;2035-09-01
1584;2035-10-07;-75;0;1;5;2035-10-01
1585;2035-11-07;-75;0;1;5;2035-11-01
1586;2035-12-07;-75;0;1;5;2035-12-01
1587;2036-01-07;-75;0;1;5;2036-01-01
1588;2036-02-07;-75;0;1;5;2036-02-01
1589;2036-03-07;-75;0;1;5;2036-03-01
1590;2036-04-07;-75;0;1;5;2036-04-01
1591;2036-05-07;-75;0;1;5;2036-05-01
1592;2036-06-07;-75;0;1;5;2036-06-01
1593;2036-07-07;-75;0;1;5;2036-07-01
1594;2036-08-07;-75;0;1;5;2036-08-01
1595;2036-09-07;-75;0;1;5;2036-09-01
1596;2036-10-07;-75;0;1;5;2036-10-01
1597;2036-11-07;-75;0;1;5;2036-11-01
1598;2036-12-07;-75;0;1;5;2036-12-01
1599;2037-01-07;-75;0;1;5;2037-01-01
1600;2037-02-07;-75;0;1;5;2037-02-01
1601;2037-03-07;-75;0;1;5;2037-03-01
1602;2037-04-07;-75;0;1;5;2037-04-01
1603;2037-05-07;-75;0;1;5;2037-05-01
1604;2037-06-07;-75;0;1;5;2037-06-01
1605;2037-07-07;-75;0;1;5;2037-07-01
1606;2037-08-07;-75;0;1;5;2037-08-01
1607;2037-09-07;-75;0;1;5;2037-09-01
1608;2037-10-07;-75;0;1;5;2037-10-01
1609;2037-11-07;-75;0;1;5;2037-11-01
1610;2037-12-07;-75;0;1;5;2037-12-01
1611;2038-01-07;-75;0;1;5;2038-01-01
1612;2038-02-07;-75;0;1;5;2038-02-01
1613;2038-03-07;-75;0;1;5;2038-03-01
1614;2038-04-07;-75;0;1;5;2038-04-01
1615;2038-05-07;-75;0;1;5;2038-05-01
1616;2038-06-07;-75;0;1;5;2038-06-01
1617;2038-07-07;-75;0;1;5;2038-07-01
1618;2038-08-07;-75;0;1;5;2038-08-01
1619;2038-09-07;-75;0;1;5;2038-09-01
1620;2038-10-07;-75;0;1;5;2038-10-01
1621;2038-11-07;-75;0;1;5;2038-11-01
1622;2038-12-07;-75;0;1;5;2038-12-01
1623;2039-01-07;-75;0;1;5;2039-01-01
1624;2039-02-07;-75;0;1;5;2039-02-01
1625;2039-03-07;-75;0;1;5;2039-03-01
1626;2039-04-07;-75;0;1;5;2039-04-01
1627;2039-05-07;-75;0;1;5;2039-05-01
1628;2039-06-07;-75;0;1;5;2039-06-01
1629;2039-07-07;-75;0;1;5;2039-07-01
1630;2039-08-07;-75;0;1;5;2039-08-01
1631;2039-09-07;-75;0;1;5;2039-09-01
1632;2039-10-07;-75;0;1;5;2039-10-01
1633;2039-11-07;-75;0;1;5;2039-11-01
1634;2039-12-07;-75;0;1;5;2039-12-01
1635;2012-10-06;0;0;1;6;2012-10-01
1636;2012-11-06;0;0;1;6;2012-11-01
1637;2012-12-06;0;0;1;6;2012-12-01
1638;2013-01-06;0;0;1;6;2013-01-01
1639;2013-02-06;0;0;1;6;2013-02-01
1640;2013-03-06;0;0;1;6;2013-03-01
1641;2013-04-06;0;0;1;6;2013-04-01
1642;2013-05-06;0;0;1;6;2013-05-01
1643;2013-06-06;0;0;1;6;2013-06-01
1644;2013-07-06;0;0;1;6;2013-07-01
1645;2013-08-06;0;0;1;6;2013-08-01
1646;2013-09-06;0;0;1;6;2013-09-01
1647;2013-10-06;0;0;1;6;2013-10-01
1648;2013-11-06;0;0;1;6;2013-11-01
1649;2013-12-06;0;0;1;6;2013-12-01
1650;2014-01-06;-250;0;1;6;2014-01-01
1651;2014-02-06;-250;0;1;6;2014-02-01
1652;2014-03-06;-250;0;1;6;2014-03-01
1653;2014-04-06;-250;0;1;6;2014-04-01
1654;2014-05-06;-250;0;1;6;2014-05-01
1655;2014-06-06;-250;0;1;6;2014-06-01
1656;2014-07-06;-250;0;1;6;2014-07-01
1657;2014-08-06;-250;0;1;6;2014-08-01
1658;2014-09-06;-250;0;1;6;2014-09-01
1659;2014-10-06;-250;0;1;6;2014-10-01
1660;2014-11-06;-250;0;1;6;2014-11-01
1661;2014-12-06;-250;0;1;6;2014-12-01
1662;2015-01-06;-250;0;1;6;2015-01-01
1663;2015-02-06;-250;0;1;6;2015-02-01
1664;2015-03-06;-250;0;1;6;2015-03-01
1665;2015-04-06;-250;0;1;6;2015-04-01
1666;2015-05-06;-250;0;1;6;2015-05-01
1667;2015-06-06;-250;0;1;6;2015-06-01
1668;2015-07-06;-250;0;1;6;2015-07-01
1669;2015-08-06;-250;0;1;6;2015-08-01
1670;2015-09-06;-250;0;1;6;2015-09-01
1671;2015-10-06;-250;0;1;6;2015-10-01
1672;2015-11-06;-250;0;1;6;2015-11-01
1673;2015-12-06;-250;0;1;6;2015-12-01
1674;2016-01-06;-250;0;1;6;2016-01-01
1675;2016-02-06;-250;0;1;6;2016-02-01
1676;2016-03-06;-250;0;1;6;2016-03-01
1677;2016-04-06;-250;0;1;6;2016-04-01
1678;2016-05-06;-250;0;1;6;2016-05-01
1679;2016-06-06;-250;0;1;6;2016-06-01
1680;2016-07-06;-250;0;1;6;2016-07-01
1681;2016-08-06;-250;0;1;6;2016-08-01
1682;2016-09-06;-250;0;1;6;2016-09-01
1683;2016-10-06;-250;0;1;6;2016-10-01
1684;2016-11-06;-250;0;1;6;2016-11-01
1685;2016-12-06;-250;0;1;6;2016-12-01
1686;2017-01-06;-250;0;1;6;2017-01-01
1687;2017-02-06;-250;0;1;6;2017-02-01
1688;2017-03-06;-250;0;1;6;2017-03-01
1689;2017-04-06;-250;0;1;6;2017-04-01
1690;2017-05-06;-250;0;1;6;2017-05-01
1691;2017-06-06;-250;0;1;6;2017-06-01
1692;2017-07-06;-250;0;1;6;2017-07-01
1693;2017-08-06;-250;0;1;6;2017-08-01
1694;2017-09-05;-250;0;1;6;2017-09-01
1695;2017-10-05;-250;0;1;6;2017-10-01
1696;2017-11-06;-250;0;1;6;2017-11-01
1697;2017-12-06;-250;0;1;6;2017-12-01
1698;2018-01-05;-250;0;1;6;2018-01-01
1699;2018-02-05;-250;0;1;6;2018-02-01
1700;2018-03-05;-250;0;1;6;2018-03-01
1701;2018-04-07;-250;0;1;6;2018-04-01
1702;2018-05-07;-250;0;1;6;2018-05-01
1703;2018-06-07;-250;0;1;6;2018-06-01
1704;2018-07-07;-250;0;1;6;2018-07-01
1705;2018-08-07;-250;0;1;6;2018-08-01
1706;2018-09-07;-250;0;1;6;2018-09-01
1707;2018-10-07;-250;0;1;6;2018-10-01
1708;2018-11-07;-250;0;1;6;2018-11-01
1709;2018-12-07;-250;0;1;6;2018-12-01
1710;2019-01-07;-250;0;1;6;2019-01-01
1711;2019-02-07;-250;0;1;6;2019-02-01
1712;2019-03-07;-250;0;1;6;2019-03-01
1713;2019-04-07;-250;0;1;6;2019-04-01
1714;2019-05-07;-250;0;1;6;2019-05-01
1715;2019-06-07;-250;0;1;6;2019-06-01
1716;2019-07-07;-250;0;1;6;2019-07-01
1717;2019-08-07;-250;0;1;6;2019-08-01
1718;2019-09-07;-250;0;1;6;2019-09-01
1719;2019-10-07;-250;0;1;6;2019-10-01
1720;2019-11-07;-250;0;1;6;2019-11-01
1721;2019-12-07;-250;0;1;6;2019-12-01
1722;2020-01-07;-250;0;1;6;2020-01-01
1723;2020-02-07;-250;0;1;6;2020-02-01
1724;2020-03-07;-250;0;1;6;2020-03-01
1725;2020-04-07;-250;0;1;6;2020-04-01
1726;2020-05-07;-250;0;1;6;2020-05-01
1727;2020-06-07;-250;0;1;6;2020-06-01
1728;2020-07-07;-250;0;1;6;2020-07-01
1729;2020-08-07;-250;0;1;6;2020-08-01
1730;2020-09-07;-250;0;1;6;2020-09-01
1731;2020-10-07;-250;0;1;6;2020-10-01
1732;2020-11-07;-250;0;1;6;2020-11-01
1733;2020-12-07;-250;0;1;6;2020-12-01
1734;2021-01-07;-250;0;1;6;2021-01-01
1735;2021-02-07;-250;0;1;6;2021-02-01
1736;2021-03-07;-250;0;1;6;2021-03-01
1737;2021-04-07;-250;0;1;6;2021-04-01
1738;2021-05-07;-250;0;1;6;2021-05-01
1739;2021-06-07;-250;0;1;6;2021-06-01
1740;2021-07-07;-250;0;1;6;2021-07-01
1741;2021-08-07;-250;0;1;6;2021-08-01
1742;2021-09-07;-250;0;1;6;2021-09-01
1743;2021-10-07;-250;0;1;6;2021-10-01
1744;2021-11-07;-250;0;1;6;2021-11-01
1745;2021-12-07;-250;0;1;6;2021-12-01
1746;2022-01-07;-250;0;1;6;2022-01-01
1747;2022-02-07;-250;0;1;6;2022-02-01
1748;2022-03-07;-250;0;1;6;2022-03-01
1749;2022-04-07;-250;0;1;6;2022-04-01
1750;2022-05-07;-250;0;1;6;2022-05-01
1751;2022-06-07;-250;0;1;6;2022-06-01
1752;2022-07-07;-250;0;1;6;2022-07-01
1753;2022-08-07;-250;0;1;6;2022-08-01
1754;2022-09-07;-250;0;1;6;2022-09-01
1755;2022-10-07;-250;0;1;6;2022-10-01
1756;2022-11-07;-250;0;1;6;2022-11-01
1757;2022-12-07;-250;0;1;6;2022-12-01
1758;2023-01-07;-250;0;1;6;2023-01-01
1759;2023-02-07;-250;0;1;6;2023-02-01
1760;2023-03-07;-250;0;1;6;2023-03-01
1761;2023-04-07;-250;0;1;6;2023-04-01
1762;2023-05-07;-250;0;1;6;2023-05-01
1763;2023-06-07;-250;0;1;6;2023-06-01
1764;2023-07-07;-250;0;1;6;2023-07-01
1765;2023-08-07;-250;0;1;6;2023-08-01
1766;2023-09-07;-250;0;1;6;2023-09-01
1767;2023-10-07;-250;0;1;6;2023-10-01
1768;2023-11-07;-250;0;1;6;2023-11-01
1769;2023-12-07;-250;0;1;6;2023-12-01
1770;2024-01-07;-250;0;1;6;2024-01-01
1771;2024-02-07;-250;0;1;6;2024-02-01
1772;2024-03-07;-250;0;1;6;2024-03-01
1773;2024-04-07;-250;0;1;6;2024-04-01
1774;2024-05-07;-250;0;1;6;2024-05-01
1775;2024-06-07;-250;0;1;6;2024-06-01
1776;2024-07-07;-250;0;1;6;2024-07-01
1777;2024-08-07;-250;0;1;6;2024-08-01
1778;2024-09-07;-250;0;1;6;2024-09-01
1779;2024-10-07;-250;0;1;6;2024-10-01
1780;2024-11-07;-250;0;1;6;2024-11-01
1781;2024-12-07;-250;0;1;6;2024-12-01
1782;2025-01-07;-250;0;1;6;2025-01-01
1783;2025-02-07;-250;0;1;6;2025-02-01
1784;2025-03-07;-250;0;1;6;2025-03-01
1785;2025-04-07;-250;0;1;6;2025-04-01
1786;2025-05-07;-250;0;1;6;2025-05-01
1787;2025-06-07;-250;0;1;6;2025-06-01
1788;2025-07-07;-250;0;1;6;2025-07-01
1789;2025-08-07;-250;0;1;6;2025-08-01
1790;2025-09-07;-250;0;1;6;2025-09-01
1791;2025-10-07;-250;0;1;6;2025-10-01
1792;2025-11-07;-250;0;1;6;2025-11-01
1793;2025-12-07;-250;0;1;6;2025-12-01
1794;2026-01-07;-250;0;1;6;2026-01-01
1795;2026-02-07;-250;0;1;6;2026-02-01
1796;2026-03-07;-250;0;1;6;2026-03-01
1797;2026-04-07;-250;0;1;6;2026-04-01
1798;2026-05-07;-250;0;1;6;2026-05-01
1799;2026-06-07;-250;0;1;6;2026-06-01
1800;2026-07-07;-250;0;1;6;2026-07-01
1801;2026-08-07;-250;0;1;6;2026-08-01
1802;2026-09-07;-250;0;1;6;2026-09-01
1803;2026-10-07;-250;0;1;6;2026-10-01
1804;2026-11-07;-250;0;1;6;2026-11-01
1805;2026-12-07;-250;0;1;6;2026-12-01
1806;2027-01-07;-250;0;1;6;2027-01-01
1807;2027-02-07;-250;0;1;6;2027-02-01
1808;2027-03-07;-250;0;1;6;2027-03-01
1809;2027-04-07;-250;0;1;6;2027-04-01
1810;2027-05-07;-250;0;1;6;2027-05-01
1811;2027-06-07;-250;0;1;6;2027-06-01
1812;2027-07-07;-250;0;1;6;2027-07-01
1813;2027-08-07;-250;0;1;6;2027-08-01
1814;2027-09-07;-250;0;1;6;2027-09-01
1815;2027-10-07;-250;0;1;6;2027-10-01
1816;2027-11-07;-250;0;1;6;2027-11-01
1817;2027-12-07;-250;0;1;6;2027-12-01
1818;2028-01-07;-250;0;1;6;2028-01-01
1819;2028-02-07;-250;0;1;6;2028-02-01
1820;2028-03-07;-250;0;1;6;2028-03-01
1821;2028-04-07;-250;0;1;6;2028-04-01
1822;2028-05-07;-250;0;1;6;2028-05-01
1823;2028-06-07;-250;0;1;6;2028-06-01
1824;2028-07-07;-250;0;1;6;2028-07-01
1825;2028-08-07;-250;0;1;6;2028-08-01
1826;2028-09-07;-250;0;1;6;2028-09-01
1827;2028-10-07;-250;0;1;6;2028-10-01
1828;2028-11-07;-250;0;1;6;2028-11-01
1829;2028-12-07;-250;0;1;6;2028-12-01
1830;2029-01-07;-250;0;1;6;2029-01-01
1831;2029-02-07;-250;0;1;6;2029-02-01
1832;2029-03-07;-250;0;1;6;2029-03-01
1833;2029-04-07;-250;0;1;6;2029-04-01
1834;2029-05-07;-250;0;1;6;2029-05-01
1835;2029-06-07;-250;0;1;6;2029-06-01
1836;2029-07-07;-250;0;1;6;2029-07-01
1837;2029-08-07;-250;0;1;6;2029-08-01
1838;2029-09-07;-250;0;1;6;2029-09-01
1839;2029-10-07;-250;0;1;6;2029-10-01
1840;2029-11-07;-250;0;1;6;2029-11-01
1841;2029-12-07;-250;0;1;6;2029-12-01
1842;2030-01-07;-250;0;1;6;2030-01-01
1843;2030-02-07;-250;0;1;6;2030-02-01
1844;2030-03-07;-250;0;1;6;2030-03-01
1845;2030-04-07;-250;0;1;6;2030-04-01
1846;2030-05-07;-250;0;1;6;2030-05-01
1847;2030-06-07;-250;0;1;6;2030-06-01
1848;2030-07-07;-250;0;1;6;2030-07-01
1849;2030-08-07;-250;0;1;6;2030-08-01
1850;2030-09-07;-250;0;1;6;2030-09-01
1851;2030-10-07;-250;0;1;6;2030-10-01
1852;2030-11-07;-250;0;1;6;2030-11-01
1853;2030-12-07;-250;0;1;6;2030-12-01
1854;2031-01-07;-250;0;1;6;2031-01-01
1855;2031-02-07;-250;0;1;6;2031-02-01
1856;2031-03-07;-250;0;1;6;2031-03-01
1857;2031-04-07;-250;0;1;6;2031-04-01
1858;2031-05-07;-250;0;1;6;2031-05-01
1859;2031-06-07;-250;0;1;6;2031-06-01
1860;2031-07-07;-250;0;1;6;2031-07-01
1861;2031-08-07;-250;0;1;6;2031-08-01
1862;2031-09-07;-250;0;1;6;2031-09-01
1863;2031-10-07;-250;0;1;6;2031-10-01
1864;2031-11-07;-250;0;1;6;2031-11-01
1865;2031-12-07;-250;0;1;6;2031-12-01
1866;2032-01-07;-250;0;1;6;2032-01-01
1867;2032-02-07;-250;0;1;6;2032-02-01
1868;2032-03-07;-250;0;1;6;2032-03-01
1869;2032-04-07;-250;0;1;6;2032-04-01
1870;2032-05-07;-250;0;1;6;2032-05-01
1871;2032-06-07;-250;0;1;6;2032-06-01
1872;2032-07-07;-250;0;1;6;2032-07-01
1873;2032-08-07;-250;0;1;6;2032-08-01
1874;2032-09-07;-250;0;1;6;2032-09-01
1875;2032-10-07;-250;0;1;6;2032-10-01
1876;2032-11-07;-250;0;1;6;2032-11-01
1877;2032-12-07;-250;0;1;6;2032-12-01
1878;2033-01-07;-250;0;1;6;2033-01-01
1879;2033-02-07;-250;0;1;6;2033-02-01
1880;2033-03-07;-250;0;1;6;2033-03-01
1881;2033-04-07;-250;0;1;6;2033-04-01
1882;2033-05-07;-250;0;1;6;2033-05-01
1883;2033-06-07;-250;0;1;6;2033-06-01
1884;2033-07-07;-250;0;1;6;2033-07-01
1885;2033-08-07;-250;0;1;6;2033-08-01
1886;2033-09-07;-250;0;1;6;2033-09-01
1887;2033-10-07;-250;0;1;6;2033-10-01
1888;2033-11-07;-250;0;1;6;2033-11-01
1889;2033-12-07;-250;0;1;6;2033-12-01
1890;2034-01-07;-250;0;1;6;2034-01-01
1891;2034-02-07;-250;0;1;6;2034-02-01
1892;2034-03-07;-250;0;1;6;2034-03-01
1893;2034-04-07;-250;0;1;6;2034-04-01
1894;2034-05-07;-250;0;1;6;2034-05-01
1895;2034-06-07;-250;0;1;6;2034-06-01
1896;2034-07-07;-250;0;1;6;2034-07-01
1897;2034-08-07;-250;0;1;6;2034-08-01
1898;2034-09-07;-250;0;1;6;2034-09-01
1899;2034-10-07;-250;0;1;6;2034-10-01
1900;2034-11-07;-250;0;1;6;2034-11-01
1901;2034-12-07;-250;0;1;6;2034-12-01
1902;2035-01-07;-250;0;1;6;2035-01-01
1903;2035-02-07;-250;0;1;6;2035-02-01
1904;2035-03-07;-250;0;1;6;2035-03-01
1905;2035-04-07;-250;0;1;6;2035-04-01
1906;2035-05-07;-250;0;1;6;2035-05-01
1907;2035-06-07;-250;0;1;6;2035-06-01
1908;2035-07-07;-250;0;1;6;2035-07-01
1909;2035-08-07;-250;0;1;6;2035-08-01
1910;2035-09-07;-250;0;1;6;2035-09-01
1911;2035-10-07;-250;0;1;6;2035-10-01
1912;2035-11-07;-250;0;1;6;2035-11-01
1913;2035-12-07;-250;0;1;6;2035-12-01
1914;2036-01-07;-250;0;1;6;2036-01-01
1915;2036-02-07;-250;0;1;6;2036-02-01
1916;2036-03-07;-250;0;1;6;2036-03-01
1917;2036-04-07;-250;0;1;6;2036-04-01
1918;2036-05-07;-250;0;1;6;2036-05-01
1919;2036-06-07;-250;0;1;6;2036-06-01
1920;2036-07-07;-250;0;1;6;2036-07-01
1921;2036-08-07;-250;0;1;6;2036-08-01
1922;2036-09-07;-250;0;1;6;2036-09-01
1923;2036-10-07;-250;0;1;6;2036-10-01
1924;2036-11-07;-250;0;1;6;2036-11-01
1925;2036-12-07;-250;0;1;6;2036-12-01
1926;2037-01-07;-250;0;1;6;2037-01-01
1927;2037-02-07;-250;0;1;6;2037-02-01
1928;2037-03-07;-250;0;1;6;2037-03-01
1929;2037-04-07;-250;0;1;6;2037-04-01
1930;2037-05-07;-250;0;1;6;2037-05-01
1931;2037-06-07;-250;0;1;6;2037-06-01
1932;2037-07-07;-250;0;1;6;2037-07-01
1933;2037-08-07;-250;0;1;6;2037-08-01
1934;2037-09-07;-250;0;1;6;2037-09-01
1935;2037-10-07;-250;0;1;6;2037-10-01
1936;2037-11-07;-250;0;1;6;2037-11-01
1937;2037-12-07;-250;0;1;6;2037-12-01
1938;2038-01-07;-250;0;1;6;2038-01-01
1939;2038-02-07;-250;0;1;6;2038-02-01
1940;2038-03-07;-250;0;1;6;2038-03-01
1941;2038-04-07;-250;0;1;6;2038-04-01
1942;2038-05-07;-250;0;1;6;2038-05-01
1943;2038-06-07;-250;0;1;6;2038-06-01
1944;2038-07-07;-250;0;1;6;2038-07-01
1945;2038-08-07;-250;0;1;6;2038-08-01
1946;2038-09-07;-250;0;1;6;2038-09-01
1947;2038-10-07;-250;0;1;6;2038-10-01
1948;2038-11-07;-250;0;1;6;2038-11-01
1949;2038-12-07;-250;0;1;6;2038-12-01
1950;2039-01-07;-250;0;1;6;2039-01-01
1951;2039-02-07;-250;0;1;6;2039-02-01
1952;2039-03-07;-250;0;1;6;2039-03-01
1953;2039-04-07;-250;0;1;6;2039-04-01
1954;2039-05-07;-250;0;1;6;2039-05-01
1955;2039-06-07;-250;0;1;6;2039-06-01
1956;2039-07-07;-250;0;1;6;2039-07-01
1957;2039-08-07;-250;0;1;6;2039-08-01
1958;2039-09-07;-250;0;1;6;2039-09-01
1959;2039-10-07;-250;0;1;6;2039-10-01
1960;2039-11-07;-250;0;1;6;2039-11-01
1961;2039-12-07;-250;0;1;6;2039-12-01
1962;2012-10-07;-920.4;0;1;7;2012-10-01
1963;2012-11-07;-920.4;0;1;7;2012-11-01
1964;2012-12-07;-920.4;0;1;7;2012-12-01
1965;2013-01-07;-920.4;0;1;7;2013-01-01
1966;2013-02-07;-920.4;0;1;7;2013-02-01
1967;2013-03-07;-920.4;0;1;7;2013-03-01
1968;2013-04-07;-920.4;0;1;7;2013-04-01
1969;2013-05-07;-920.4;0;1;7;2013-05-01
1970;2013-06-07;-920.4;0;1;7;2013-06-01
1971;2013-07-07;-920.4;0;1;7;2013-07-01
1972;2013-08-07;-920.4;0;1;7;2013-08-01
1973;2013-09-07;-920.4;0;1;7;2013-09-01
1974;2013-10-07;-920.4;0;1;7;2013-10-01
1975;2013-11-07;-920.4;0;1;7;2013-11-01
1976;2013-12-07;-920.4;0;1;7;2013-12-01
1977;2014-01-07;-920.4;0;1;7;2014-01-01
1978;2014-02-07;-920.4;0;1;7;2014-02-01
1979;2014-03-07;-920.4;0;1;7;2014-03-01
1980;2014-04-07;-920.4;0;1;7;2014-04-01
1981;2014-05-07;-920.4;0;1;7;2014-05-01
1982;2014-06-07;-920.4;0;1;7;2014-06-01
1983;2014-07-07;-920.4;0;1;7;2014-07-01
1984;2014-08-07;-920.4;0;1;7;2014-08-01
1985;2014-09-07;-920.4;0;1;7;2014-09-01
1986;2014-10-07;-920.4;0;1;7;2014-10-01
1987;2014-11-07;-920.4;0;1;7;2014-11-01
1988;2014-12-07;-920.4;0;1;7;2014-12-01
1989;2015-01-07;-920.4;0;1;7;2015-01-01
1990;2015-02-07;-920.4;0;1;7;2015-02-01
1991;2015-03-07;-300;0;1;7;2015-03-01
1992;2015-04-07;-1280;0;1;7;2015-04-01
1993;2015-05-07;-1280;0;1;7;2015-05-01
1994;2015-06-07;-1280;0;1;7;2015-06-01
1995;2015-07-07;-1280;0;1;7;2015-07-01
1996;2015-08-07;-1280;0;1;7;2015-08-01
1997;2015-09-07;-1280;0;1;7;2015-09-01
1998;2015-10-07;-1280;0;1;7;2015-10-01
1999;2015-11-07;-1280;0;1;7;2015-11-01
2000;2015-12-07;-1280;0;1;7;2015-12-01
2001;2016-01-07;-1280;0;1;7;2016-01-01
2002;2016-02-07;-1280;0;1;7;2016-02-01
2003;2016-03-07;-1280;0;1;7;2016-03-01
2004;2016-04-07;-1280;0;1;7;2016-04-01
2005;2016-05-07;-1280;0;1;7;2016-05-01
2006;2016-06-07;-1280;0;1;7;2016-06-01
2007;2016-07-07;-1280;0;1;7;2016-07-01
2008;2016-08-07;-1280;0;1;7;2016-08-01
2009;2016-09-07;-1280;0;1;7;2016-09-01
2010;2016-10-07;-1280;0;1;7;2016-10-01
2011;2016-11-07;-1280;0;1;7;2016-11-01
2012;2016-12-07;-1280;0;1;7;2016-12-01
2013;2017-01-07;-1280;0;1;7;2017-01-01
2014;2017-02-07;-1280;0;1;7;2017-02-01
2015;2017-03-07;-1280;0;1;7;2017-03-01
2016;2017-04-07;-1280;0;1;7;2017-04-01
2017;2017-05-07;-1291;0;1;7;2017-05-01
2018;2017-06-07;-1291;0;1;7;2017-06-01
2019;2017-07-07;-1291;0;1;7;2017-07-01
2020;2017-08-07;-1291;0;1;7;2017-08-01
2021;2017-09-07;-1291;0;1;7;2017-09-01
2022;2017-10-07;-1291;0;1;7;2017-10-01
2023;2017-11-07;-1291;0;1;7;2017-11-01
2024;2017-12-07;-1291;0;1;7;2017-12-01
2025;2018-01-08;-1291;0;1;7;2018-01-01
2026;2018-02-07;-1291;0;1;7;2018-02-01
2027;2018-03-07;-1291;0;1;7;2018-03-01
2028;2018-04-07;-1291;0;1;7;2018-04-01
2029;2018-05-07;-1291;0;1;7;2018-05-01
2030;2018-06-07;-1291;0;1;7;2018-06-01
2031;2018-07-07;-1291;0;1;7;2018-07-01
2032;2018-08-07;-1291;0;1;7;2018-08-01
2033;2018-09-07;-1291;0;1;7;2018-09-01
2034;2018-10-07;-1291;0;1;7;2018-10-01
2035;2018-11-07;-1291;0;1;7;2018-11-01
2036;2018-12-07;-1291;0;1;7;2018-12-01
2037;2019-01-07;-1291;0;1;7;2019-01-01
2038;2019-02-07;-1291;0;1;7;2019-02-01
2039;2019-03-07;-1291;0;1;7;2019-03-01
2040;2019-04-07;-1291;0;1;7;2019-04-01
2041;2019-05-07;-1291;0;1;7;2019-05-01
2042;2019-06-07;-1291;0;1;7;2019-06-01
2043;2019-07-07;-1291;0;1;7;2019-07-01
2044;2019-08-07;-1291;0;1;7;2019-08-01
2045;2019-09-07;-1291;0;1;7;2019-09-01
2046;2019-10-07;-1291;0;1;7;2019-10-01
2047;2019-11-07;-1291;0;1;7;2019-11-01
2048;2019-12-07;-1291;0;1;7;2019-12-01
2049;2020-01-07;-1291;0;1;7;2020-01-01
2050;2020-02-07;-1291;0;1;7;2020-02-01
